Date,FeSO4,CFeO,C,,
7/15/2022,,100,,,
7/16/2022,,200,,,
7/17/2022,,100,,,
7/19/2022,,100,,,
7/20/2022,,100,,,
7/21/2022,325,,,,
7/22/2022,,,,,
7/23/2022,325,,,,
7/24/2022,,,,,
7/25/2022,325,,,,
7/26/2022,,,,,
7/27/2022,325,,,,
7/28/2022,,,,,
7/29/2022,,,,,
7/30/2022,325,,,,
7/31/2022,,,,,
8/1/2022,325,,,,
8/2/2022,,,,,
8/3/2022,,,,,
8/4/2022,325,,,,
8/5/2022,,,,,
8/6/2022,325,,,,
8/7/2022,,,,,
8/8/2022,325,,,,
8/9/2022,,,,,
8/10/2022,,,,,
8/11/2022,325,,,,
8/12/2022,,,,,
8/13/2022,,,,,
8/14/2022,325,,,,
8/15/2022,,,,,
8/16/2022,325,,100,,
8/17/2022,,,,,
8/18/2022,325,,100,,
8/19/2022,,,,,
8/20/2022,,,,,
8/21/2022,325,,,,
8/22/2022,,,,,
8/23/2022,325,,,,
8/24/2022,,,,,
8/25/2022,,,,,
8/26/2022,325,,,,
8/27/2022,,,,,
8/28/2022,,,,,
8/29/2022,325,,200,,
8/30/2022,,,,,
8/31/2022,325,,100,,
9/1/2022,,,,,
9/2/2022,325,,,,
9/3/2022,,,,,
9/4/2022,,,,,
9/5/2022,325,,200,,
9/6/2022,,,,,
9/7/2022,325,,200,,
9/8/2022,,,,,
9/9/2022,325,,200,,
9/10/2022,,,,,
9/11/2022,,,,,
9/12/2022,325,,,,
9/13/2022,,,,,
9/14/2022,,,,,
9/15/2022,,,,,
9/16/2022,325,,300,,
9/17/2022,,,,,
9/18/2022,,,,,
9/19/2022,,,900,,
9/20/2022,325,,450,,
9/21/2022,,,250,,
9/22/2022,325,,250,,
9/23/2022,,,,,
9/24/2022,325,,250,,
9/25/2022,,,,,
9/26/2022,325,,400,,
9/27/2022,,,,,
9/28/2022,325,,1000,,
9/29/2022,,,750,,
9/30/2022,,,250,,
10/1/2022,325,,500,,
10/2/2022,,,,,
10/3/2022,325,,200,,
10/4/2022,,,,,
10/5/2022,,,,,
10/6/2022,325,,200,,
10/7/2022,,,,,
10/8/2022,,,,,
10/9/2022,,,,,
10/10/2022,,,,,
10/11/2022,,,,,
10/12/2022,,,,,
10/13/2022,325,,500,,
10/14/2022,,,,,
10/15/2022,325,,500,,
10/16/2022,,,,,
10/17/2022,,,,,
10/18/2022,,,,,
10/19/2022,325,,1500,,
10/20/2022,,,,,
10/21/2022,325,,500,,
10/22/2022,,,,,
10/23/2022,,,,,
10/24/2022,,,,,
10/25/2022,325,,500,50,
10/26/2022,,,1000,50,
10/27/2022,325,,500,50,
10/28/2022,,,,,
10/29/2022,325,,500,50,
10/30/2022,,,,,
10/31/2022,,,,,
11/1/2022,325,,200,,
11/2/2022,,,,,
11/3/2022,325,,1000,100,
11/4/2022,,,,,
11/5/2022,325,,,,
11/6/2022,,,,,
11/7/2022,,,,,
11/8/2022,325,,1500,150,
11/9/2022,,,,,
11/10/2022,325,,200,,
11/11/2022,,,,,
11/12/2022,325,,500,50,
11/13/2022,,,,,
11/14/2022,,,,,
11/15/2022,325,,,,
11/16/2022,,,,,
11/17/2022,325,,,,
11/18/2022,,,,,
11/19/2022,325,,500,50,
11/20/2022,,,,,
11/21/2022,,,,,
11/22/2022,325,,1500,150,
11/23/2022,,,,,
11/24/2022,325,,2000,200,
11/25/2022,,,,,
11/26/2022,325,,2000,200,
11/27/2022,,,,,
11/28/2022,,,,,
11/29/2022,325,,1500,150,
11/30/2022,,,,,
12/1/2022,325,,1000,100,
12/2/2022,,,,,
12/3/2022,325,,500,10,
12/4/2022,,,,,
12/5/2022,,,,,
12/6/2022,325,,500,10,
12/7/2022,,,,,
12/8/2022,,,,,
12/9/2022,325,,1000,20,
12/10/2022,,,,,
12/11/2022,,,,,
12/12/2022,,,,,
12/13/2022,,,,,
12/14/2022,325,,500,10,
12/15/2022,,,,,
12/16/2022,,,,,
12/17/2022,,,,,
12/18/2022,,,,,
12/19/2022,,,,,
12/20/2022,,,,,
12/21/2022,325,,,,
12/22/2022,,,,,
12/23/2022,,,,,
12/24/2022,,,,,
12/25/2022,,,,,
12/26/2022,,,,,
12/27/2022,,,,,
12/28/2022,,,,,
12/29/2022,,,,,
12/30/2022,,,,,
12/31/2022,,,,,
1/1/2023,,,,,
1/2/2023,,,,,
1/3/2023,,,,,
1/4/2023,,,,,
1/5/2023,,,,,
1/6/2023,,,,,
1/7/2023,,,,,
1/8/2023,,,,,
1/9/2023,,,,,
1/10/2023,,,,,
1/11/2023,,,,,
1/12/2023,,,,,
1/13/2023,,,,,
1/14/2023,,,,,
1/15/2023,,,,,
1/16/2023,,,,,
1/17/2023,,,,,
1/18/2023,,,,,
1/19/2023,,,,,
1/20/2023,,,,,
1/21/2023,,,,,
1/22/2023,,,,,
1/23/2023,,,,,
1/24/2023,,,,,
1/25/2023,,,,,
1/26/2023,,,,,
1/27/2023,,,,,
1/28/2023,,,,,
1/29/2023,,,,,
1/30/2023,,,,,
1/31/2023,,,,,
2/1/2023,,,,,
2/2/2023,325,,,,
2/3/2023,,,,,
2/4/2023,325,,500,,
2/5/2023,,,,,
2/6/2023,325,,,,
2/7/2023,,,,,
2/8/2023,,,,,
2/9/2023,325,,1000,100,
2/10/2023,,,,,
2/11/2023,325,,1000,100,
2/12/2023,,,,,
2/13/2023,325,,1000,,
2/14/2023,,,,,
2/15/2023,,,,,
2/16/2023,325,,1000,,
2/17/2023,,,,,
2/18/2023,325,,1000,,
2/19/2023,,,,,
2/20/2023,325,,1000,,
2/21/2023,,,,,
2/22/2023,,,,,
2/23/2023,325,,1000,,
2/24/2023,,,,,
2/25/2023,325,,1000,,
2/26/2023,,,,,
2/27/2023,,,,,
2/28/2023,325,,1000,,
3/1/2023,,,,,
3/2/2023,325,,1000,,
3/3/2023,,,,,
3/4/2023,325,,1000,,
3/5/2023,,,,,
3/6/2023,,,,,
3/7/2023,,,,,
3/8/2023,,,,,
3/9/2023,325,,1000,,
3/10/2023,,,,,
3/11/2023,,325,,,
3/12/2023,,,,,
3/13/2023,,,,,
3/14/2023,325,,1000,,
3/15/2023,,,,,
3/16/2023,325,,1000,,
3/17/2023,,,,,
3/18/2023,325,,1000,,
3/19/2023,,,,,
3/20/2023,,,,,
3/21/2023,,,,,
3/22/2023,,,,,
3/23/2023,325,,,,
3/24/2023,,,,,
3/25/2023,325,,1000,,
3/26/2023,,,,,
3/27/2023,,,,,
3/28/2023,325,,1000,,
3/29/2023,,,,,
3/30/2023,,,,,
3/31/2023,325,,1000,,
4/1/2023,,,,,
4/2/2023,325,,1000,,
4/3/2023,,,,,
4/4/2023,,,,,
4/5/2023,,,,,
4/6/2023,325,,250,,
4/7/2023,,,,,
4/8/2023,,,,,
4/9/2023,,,,,
4/10/2023,325,,1000,,
4/11/2023,,,,,
4/12/2023,,,,,
4/13/2023,,,,,
4/14/2023,325,,1000,,
4/15/2023,,,,,
4/16/2023,,,,,
4/17/2023,,,,,
4/18/2023,,,,,
4/19/2023,325,,1000,,
4/20/2023,,,,,
4/21/2023,325,,1000,,
4/22/2023,,,,,
4/23/2023,,,,,
4/24/2023,,,,,
4/25/2023,,,,,
4/26/2023,,,,,
4/27/2023,325,,1000,,
4/28/2023,,,,,
4/29/2023,,150,1000,,
4/30/2023,,,,,
5/1/2023,,,,,
5/2/2023,,,,,
5/3/2023,,,,,
5/4/2023,,,,,
5/5/2023,325,,1000,,
5/6/2023,,,,,
5/7/2023,325,,1000,,
5/8/2023,,,,,
5/9/2023,325,,1000,,
5/10/2023,,,,,
5/11/2023,,,,,
5/12/2023,,,,,
5/13/2023,325,,1000,,
5/14/2023,,,,,
5/15/2023,,,,,
5/16/2023,,,,,
5/17/2023,,,,,
5/18/2023,,,,,
5/19/2023,325,,1000,,
5/20/2023,,,,,
5/21/2023,,,,,
5/22/2023,,,,,
5/23/2023,,,,,
5/24/2023,325,,1000,,
5/25/2023,,,,,
5/26/2023,325,,1000,,
5/27/2023,,,,,
5/28/2023,325,,1000,,
5/29/2023,,,,,
5/30/2023,,,,,
5/31/2023,325,,1000,,
6/1/2023,,,,,
6/2/2023,,,,,
6/3/2023,325,,,,
6/4/2023,,,,,
6/5/2023,,,,,
6/6/2023,,,,,
6/7/2023,325,,1000,,
6/8/2023,,,,,
6/9/2023,325,,1000,,
6/10/2023,,,,,
6/11/2023,325,,1000,,
6/12/2023,325,50,,,
6/13/2023,,,,,
6/14/2023,,50,,,
6/15/2023,325,50,500,,
6/16/2023,,,,,
6/17/2023,325,,1000,,
6/18/2023,,,,,
6/19/2023,325,,1000,,
6/20/2023,,,,,
6/21/2023,,,,,
6/22/2023,325,,1000,,
6/23/2023,325,,1000,,
6/24/2023,,,,,
6/25/2023,325,,500,,
6/26/2023,,,,,
6/27/2023,325,,500,,
6/28/2023,,,,,
6/29/2023,325,,500,,
6/30/2023,,,,,
7/1/2023,325,,500,,
7/2/2023,,,,,
7/3/2023,325,,500,,
7/4/2023,,,,,
7/5/2023,325,,500,,
7/6/2023,,,,,
7/7/2023,325,,500,,
7/8/2023,,,,,
7/9/2023,325,,500,,
7/10/2023,,,,,
7/11/2023,,,,,
7/12/2023,325,,500,,
7/13/2023,,,,,
7/14/2023,,,,,
7/15/2023,325,,500,,
7/16/2023,,,,,
7/17/2023,325,,500,,
7/18/2023,,,,,
7/19/2023,325,,500,,
7/20/2023,,,,,
7/21/2023,,,,,
7/22/2023,325,,500,,
7/23/2023,,,,,
7/24/2023,,,,,
7/25/2023,,,,,
7/26/2023,,,,,
7/27/2023,325,,500,,
7/28/2023,,,,,
7/29/2023,325,,500,,
7/30/2023,,,,,
7/31/2023,325,,500,,
8/1/2023,,,,,
8/2/2023,325,,500,,
8/3/2023,,,,,
8/4/2023,325,,500,,
8/5/2023,,,,,
8/6/2023,,,,,
8/7/2023,325,,500,,
8/8/2023,,,,,
8/9/2023,325,,500,,
8/10/2023,,,,,
8/11/2023,325,,500,,
8/12/2023,,,,,
8/13/2023,,,,,
8/14/2023,325,,500,,
8/15/2023,,,,,
8/16/2023,325,,500,,
8/17/2023,,,,,
8/18/2023,325,,,,
8/19/2023,,,,,
8/20/2023,,,,,
8/21/2023,325,,,,
8/22/2023,,,,,
8/23/2023,325,,500,,
8/24/2023,,,,,
8/25/2023,,,,,
8/26/2023,325,,500,,
8/27/2023,,,,,
8/28/2023,,,,,
8/29/2023,325,,500,,
8/30/2023,,,,,
8/31/2023,,,,,
9/1/2023,325,,500,,
9/2/2023,,,,,
9/3/2023,,,,,
9/4/2023,325,,500,,
9/5/2023,,,,,
9/6/2023,325,,500,,
9/7/2023,,,,,
9/8/2023,325,,500,,
9/9/2023,,,,,
9/10/2023,,,,,
9/11/2023,325,,500,,
9/12/2023,,,,,
9/13/2023,325,,500,,
9/14/2023,325,,500,,
9/15/2023,,,,,
9/16/2023,,,,,
9/17/2023,325,,500,,
9/18/2023,,,,,
9/19/2023,325,,500,,
9/20/2023,,,,,
9/21/2023,325,,500,,
9/22/2023,,,,,
9/23/2023,325,,500,,
9/24/2023,,,,,
9/25/2023,325,,500,,
9/26/2023,,,,,
9/27/2023,325,,40,,
9/28/2023,,,,,
9/29/2023,,,,,
9/30/2023,325,,40,,
10/1/2023,,,,,
10/2/2023,325,,80,,
10/3/2023,,,,,
10/4/2023,325,,40,,
10/5/2023,,,,,
10/6/2023,325,,80,,
10/7/2023,,,,,
10/8/2023,,,,,
10/9/2023,325,,,,
10/10/2023,,,,,
10/11/2023,325,,,,
10/12/2023,,,,,
10/13/2023,,,,,
10/14/2023,,,,,
10/15/2023,325,,1000,,rosehips
10/16/2023,,,,,
10/17/2023,325,,1000,,
10/18/2023,,,,,
10/19/2023,325,,1000,,
10/20/2023,,,,,
10/21/2023,325,,1000,,
10/22/2023,,,,,
10/23/2023,325,,1000,,
10/24/2023,,,,,
10/25/2023,325,,1000,,
10/26/2023,,,,,
10/27/2023,325,,1000,,
10/28/2023,,,,,
10/29/2023,,,,,
10/30/2023,325,,1000,,
10/31/2023,,,,,
11/1/2023,325,,1000,,
11/2/2023,,,,,
11/3/2023,,,,,
11/4/2023,325,,1000,,
11/5/2023,,,,,
11/6/2023,,,,,
11/7/2023,,,,,
11/8/2023,,,,,
11/9/2023,,,,,
11/10/2023,,,,,
11/11/2023,,,,,
11/12/2023,,,,,
11/13/2023,,,,,
11/14/2023,,,,,
11/15/2023,,,,,
11/16/2023,325,,1000,,
11/17/2023,,,,,
11/18/2023,325,,1000,,
11/19/2023,,,,,
11/20/2023,325,,1000,,
11/21/2023,,,,,
11/22/2023,325,,1000,,
11/23/2023,,,,,
11/24/2023,,,,,
11/25/2023,,50,,,
11/26/2023,,,,,
11/27/2023,325,,1000,,
11/28/2023,,,,,
11/29/2023,325,,1000,,
11/30/2023,,,,,
12/1/2023,325,,1000,,
12/2/2023,,,,,
12/3/2023,325,,1000,,
12/4/2023,,,,,
12/5/2023,325,,1000,,
12/6/2023,,,,,
12/7/2023,325,,1000,,
12/8/2023,,,,,
12/9/2023,325,,1000,,
12/10/2023,,,,,
12/11/2023,325,,1000,,
12/12/2023,,,,,
12/13/2023,325,,1000,,
12/14/2023,,,,,
12/15/2023,,,,,
12/16/2023,325,,1000,,
12/17/2023,,,,,
12/18/2023,325,,1000,,
12/19/2023,,,,,
12/20/2023,325,,1000,,
12/21/2023,,,,,
12/22/2023,325,,1000,,
12/23/2023,,,,,
12/24/2023,325,,1000,,
12/25/2023,,,,,
12/26/2023,325,,1000,,
12/27/2023,,,,,
12/28/2023,325,,1000,,
12/29/2023,,,,,
12/30/2023,325,,1000,,
12/31/2023,,,,,
1/1/2024,,,,,
1/2/2024,325,,1000,,
1/3/2024,,,,,
1/4/2024,325,,1000,,
1/5/2024,,,,,
1/6/2024,,,,,
1/7/2024,325,,1000,,
1/8/2024,,,,,
1/9/2024,325,,1000,,
1/10/2024,,,,,
1/11/2024,325,,,,
1/12/2024,,,,,
1/13/2024,,,,,
1/14/2024,325,,1000,,
1/15/2024,,,,,
1/16/2024,325,,1000,,
1/17/2024,,,,,
1/18/2024,325,,1000,,
1/19/2024,,,,,
1/20/2024,,,,,
1/21/2024,325,,1000,,
1/22/2024,,,,,
1/23/2024,325,,1000,,
1/24/2024,,,,,
1/25/2024,,,,,
1/26/2024,,,,,
1/27/2024,325,,1000,,
1/28/2024,,,,,
1/29/2024,325,,1000,,
1/30/2024,,,,,
1/31/2024,325,,,,
2/1/2024,,,,,
2/2/2024,325,,1000,,
2/3/2024,,,,,
2/4/2024,325,,1000,,
2/5/2024,,,,,
2/6/2024,325,,1000,,
2/7/2024,,,,,
2/8/2024,325,,1000,,
2/9/2024,,,,,
2/10/2024,325,,1000,,
2/11/2024,,,,,
2/12/2024,325,,1000,,
2/13/2024,,,,,
2/14/2024,,,,,
2/15/2024,325,,1000,,
2/16/2024,,,,,
2/17/2024,325,,,,
2/18/2024,,,,,
2/19/2024,325,,,,
2/20/2024,,,,,
2/21/2024,325,,1000,,
2/22/2024,,,,,
2/23/2024,325,,1000,,
2/24/2024,,,,,
2/25/2024,,,,,
2/26/2024,325,,1000,,
2/27/2024,,,,,
2/28/2024,325,,1000,,
2/29/2024,,,,,
3/1/2024,325,,1000,,
3/2/2024,,,,,
3/3/2024,,,,,
3/4/2024,325,,1000,,
3/5/2024,,,,,
3/6/2024,325,,1000,,
3/7/2024,,,,,
3/8/2024,325,,1000,,
3/9/2024,,,,,
3/10/2024,,,,,
3/11/2024,,,,,
3/12/2024,325,,1000,,
3/13/2024,,,,,
3/14/2024,,,,,
3/15/2024,325,,1000,,
3/16/2024,,,,,
3/17/2024,325,,1000,,
3/18/2024,,,,,
3/19/2024,325,,1000,,
3/20/2024,,,,,
3/21/2024,325,,1000,,
3/22/2024,,,,,
3/23/2024,325,,1000,,
3/24/2024,,,,,
3/25/2024,,,,,
3/26/2024,,,,,
3/27/2024,,,,,
3/28/2024,,,,,
3/29/2024,325,,1000,,
3/30/2024,,,,,
3/31/2024,,,,,
4/1/2024,325,,1000,,
4/2/2024,,,,,
4/3/2024,,,,,
4/4/2024,,,,,
4/5/2024,325,,1000,,
4/6/2024,,,,,
4/7/2024,,,,,
4/8/2024,325,,1000,,
4/9/2024,,,,,
4/10/2024,,,,,
4/11/2024,,,,,
4/12/2024,325,,1000,,
4/13/2024,,,,,
4/14/2024,,,,,
4/15/2024,325,,1000,,
4/16/2024,,,,,
4/17/2024,,,,,
4/18/2024,,,,,
4/19/2024,,,,,
4/20/2024,,,,,
4/21/2024,,,,,
4/22/2024,,,,,
4/23/2024,,,,,
4/24/2024,,,,,
4/25/2024,,,,,
4/26/2024,,,,,
4/27/2024,,,,,
4/28/2024,,,,,
4/29/2024,,,,,
4/30/2024,,,,,
5/1/2024,,,,,
5/2/2024,,,,,
5/3/2024,,,,,